"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 06 04:34:45 GMT 2023","Wed Dec 06 04:34:45 GMT 2023","543","API integration suite","SHOP - Customer Flow","com.template.project.api.tests.featureflow.SampleTest","com.template.project.api.tests.featureflow.SampleTest","testCustomerDetailsRetrieval","testCustomerDetailsRetrieval","Verify Customer creation and retrieve created Customer details"
"failed","Wed Dec 06 04:34:40 GMT 2023","Wed Dec 06 04:34:45 GMT 2023","4700","API integration suite","SHOP - Customer Flow","com.template.project.api.tests.featureflow.SampleTest","com.template.project.api.tests.featureflow.SampleTest","testCustomerCreation","testCustomerCreation","Verify Customer creation"
"failed","Wed Dec 06 04:34:40 GMT 2023","Wed Dec 06 04:34:45 GMT 2023","4700","API integration suite","SHOP - Customer Flow","com.template.project.api.tests.featureflow.SampleTest","com.template.project.api.tests.featureflow.SampleTest","testCustomerDeletion","testCustomerDeletion","Verify Customer deletion"
"failed","Wed Dec 06 04:34:45 GMT 2023","Wed Dec 06 04:34:45 GMT 2023","534","API integration suite","SHOP - Customer Flow","com.template.project.api.tests.featureflow.SampleTest","com.template.project.api.tests.featureflow.SampleTest","testUpdateCustomerDetails","testUpdateCustomerDetails","Verify Customer creation and update Customer details"
